postcode,solarExposure
5555,16.1
5556,16.1
5558,16.1
5560,16.1
5570,16.1
5571,16.1
5572,16.1
5573,16.1
5575,15.3
5576,15.9
5577,15.3
5580,15.9
5581,15.9
5582,15.9
5583,15.9
5600,18.2
5601,18.2
5602,17.1
5603,15.7
5604,15.7
5605,15.7
5606,15.7
5607,15.7
5608,18.2
5609,18.2
5630,15.7
5631,15.7
5632,15.7
5633,17.1
5640,17.1
5641,17.1
5642,17.1
5650,17.1
5651,17.1
5652,17.1
5653,17.3
5654,17.3
5655,17.3
5660,17.3
5661,17.3
5670,17.1
5671,17.3
5680,17.7
5690,17.7
5700,18.2
5701,18.2
5710,18.2
5713,18.2
5717,17.3
5719,19
5720,19
5722,19
5723,20
5724,20
5725,19
5730,18.2
5731,19
5732,18.2
5733,20
5734,20
5950,15.9
6000,18.1
6003,18.1
6004,18.1
6005,18.1
6006,18.1
6007,18.1
6008,18.1
6009,18.1
6010,18.1
6011,18.1
6012,18.1
6014,18.1
6015,18.1
6016,18.1
6017,18.1
6018,18.1
6019,18.1
6020,18.1
6021,18.1
6022,18.1
6023,18.1
6024,18.1
6025,18.1
6026,18.1
6027,18.1
6028,18.1
6029,18.1
6030,18.1
6031,18.1
6032,18.1
6033,18.1
6034,18.1
6035,18.1
6036,18.1
6037,18.1
6038,18.1
6041,18.1
6042,18.1
6043,18.1
6044,18.1
6050,18.1
6051,18.1
6052,18.1
6053,17.9
6054,17.9
6055,17.9
6056,17.9
6057,17.9
6058,17.9
6059,18.1
6060,18.1
6061,18.1
6062,17.9
6063,17.9
6064,18.1
6065,18.1
6066,17.9
6067,17.9
6068,17.9
6069,17.8
6070,17.9
6071,17.8
6072,17.8
6073,17.8
6074,17.8
6076,17.8
6077,17.9
6078,17.9
6079,17.9
6081,17.8
6082,17.8
6083,17.8
6084,17.8
6090,17.9
6100,18.1
6101,18.1
6102,18.1
6103,18.1
6104,17.9
6105,17.9
6106,17.9
6107,17.9
6108,18.1
6109,17.9
6110,17.9
6111,17.9
6112,18.1
6121,18.1
6122,17.9
6123,18.1
6124,17.3
6125,17.3
6126,17.3
6147,18.1
6148,18.1
6149,18.1
6150,18.1
6151,18.1
6152,18.1
6153,18.1
6154,18.1
6155,18.1
6156,18.1
6157,18.1
6158,18.1
6159,18.1
6160,18.1
6161,18.1
6162,18.1
6163,18.1
6164,18.1
6165,18.1
6166,18.1
6167,18.1
6168,18.1
6169,18.1
6170,18.1
6171,18.1
6172,17.3
6173,17.3
6174,17.3
6175,17.3
6176,17.3
6180,17.3
6181,17.3
6207,17.3
6208,17.3
6209,17.3
6210,17.3
6211,17.3
6213,17.3
6214,17.3
6215,17.3
6218,17.1
6220,17.1
6221,17.1
6223,17.1
6224,17.1
6225,17.1
6226,17.1
6227,17.1
6228,17.1
6229,17.1
6230,17.1
6232,17.1
6233,17.1
6236,17.1
6237,17.1
6239,17.1
6240,17.1
6243,15.6
6244,15.6
6251,15.6
6252,15.6
6253,15.6
6254,15.6
6255,15.6
6256,15.6
6258,15.6
6260,15.6
6262,15.6
6271,17.1
6275,15.6
6280,17.1
6281,17.1
6282,17.1
6284,15.6
6285,15.6
6286,15.6
6288,15.6
6290,15.6
6302,18.2
6304,18.2
6306,18.2
6308,17.3
6309,17.3
6311,17.3
6312,16.7
6313,16.7
6315,16.7
6316,16.7
6317,16.7
6318,16.7
6320,16.7
6321,16.7
6322,14.9
6323,14.9
6324,14.9
6326,14.9
6327,14.9
6328,14.9
6330,14.9
6333,14.9
6335,16.7
6336,14.9
6337,14.9
6338,14.9
6341,16.7
6343,16.7
6346,14.9
6348,14.9
6350,16.7
6351,16.7
6352,16.7
6353,16.7
6355,16.7
6356,16.7
6357,16.7
6358,18.2
6359,16.7
6361,16.7
6363,16.7
6365,16.7
6367,18.2
6368,18.2
6369,18.2
6370,16.7
6372,18.2
6373,18.2
6375,18.2
6383,18.2
6384,18.2
6385,18.2
6386,18.2
6390,17.3
6391,17.3
6392,16.7
6393,16.7
6394,16.7
6395,16.7
6396,16.7
6397,14.9
6398,15.6
6401,18.2
6403,18.2
6405,18.2
6407,18.2
6409,18.2
6410,18.2
6411,18.2
6412,18.2
6413,18.2
6414,18.2
6415,18.2
6418,18.2
6419,18.2
6420,18.2
6421,18.2
6422,18.2
6423,18.2
6424,18.2
6425,18.2
6426,18.2
6427,18.2
6428,18.2
6429,18.2
6430,18.2
6431,20.3
6432,18.2
6434,20.3
6436,18.2
6437,18.2
6438,18.2
6440,20.3
6442,18.2
6443,14.9
6445,14.9
6446,14.9
6447,14.9
6448,14.9
6450,14.9
6460,18.2
6461,18.2
6462,18.2
6465,18.2
6466,18.2
6467,18.2
6468,18.2
6472,18.2
6473,18.2
6475,18.2
6476,18.2
6477,18.2
6479,18.2
6480,18.2
6484,18.2
6485,18.2
6487,18.2
6488,18.2
6489,18.2
6490,18.2
6501,17.8
6502,17.9
6503,17.8
6504,17.9
6505,17.9
6506,17.9
6507,17.8
6509,17.9
6510,17.9
6511,18.1
6512,17.9
6513,17.9
6514,18.1
6515,17.9
6516,18.1
6517,17.9
6518,17.8
6519,17.9
6521,17.8
6522,17.9
6525,17.9
6528,17.8
6530,18.1
6532,17.9
6535,17.9
6536,17.9
6537,21
6556,17.8
6558,17.9
6560,17.9
6562,17.9
6564,17.9
6566,17.9
6567,17.9
6568,17.9
6569,17.9
6571,17.9
6572,17.9
6574,17.9
6575,17.9
6603,18.2
6605,18.2
6606,18.2
6608,18.2
6609,18.2
6612,18.2
6613,17.9
6614,17.9
6616,17.9
6620,18.2
6623,17.9
6625,17.9
6627,17.9
6628,17.9
6630,21
6631,17.9
6632,17.9
6635,18.2
6638,18.2
6639,18.2
6640,21
6642,21
6646,21
6701,21
6705,21
6707,21.3
6710,21.3
6713,21.3
6714,21.3
6716,21.3
6718,21.3
6720,21.3
6721,21.3
6722,21.3
6725,21.2
6726,21.2
6728,21.8
6740,21.1
6743,21.1
6751,21
6753,21
6754,21
6758,21
6760,21
6765,21.8
6770,21.2
6798,21.3
6799,21.3
7000,12.5
7001,12.5
7004,12.5
7005,12.5
7007,12.5
7008,12.5
7009,12.5
7010,12.5
7011,12.5
7012,12.5
7015,12.5
7016,12.5
7017,12.5
7018,12.5
7019,12.5
7020,13.1
7021,13.1
7022,12.5
7023,12.5
7024,13.1
7025,13.1
7026,13.1
7027,13.1
7030,13.1
7050,12.5
7052,12.5
7053,12.5
7054,12.5
7055,12.5
7109,12.5
7112,12.5
7113,12.5
7116,12.5
7117,12.5
7119,13.1
7120,13.2
7140,11.4
7150,12.5
7155,12.5
7162,12.5
7163,12.5
7170,13.1
7171,13.1
7172,13.1
7173,13.1
7174,13.1
7175,13.1
7176,13.1
7177,13.1
7178,13.1
7179,13.1
7180,13.1
7182,13.1
7183,13.1
7184,13.1
7185,13.1
7186,13.1
7187,13.1
7190,13.1
7209,13.2
7210,13.9
7211,13.9
7212,14.3
7213,13.2
7214,13.3
7215,13
7216,13.3
7248,14
7249,14
7250,14
7252,14
7253,14
7254,13.5
7255,13.8
7256,14
7257,13.8
7258,14.3
7259,14
7260,13.5
7261,13.5
7262,13.5
7263,13.5
7264,13.5
7265,13.5
7267,14
7268,14
7270,14
7275,14
7276,14
7277,14
7290,14
7291,14
7292,14
7300,14.3
7301,14.3
7302,14.3
7303,14
7304,13.7
7305,14
7306,13.2
7307,14
7310,14
7315,13.2
7316,13.2
7320,13.6
7321,13
7322,13.6
7325,13.6
7330,12.1
7331,13.6
7466,11.3
7467,11.3
7468,11.3
7469,12.1
7470,12.1
