postcode,Owned outright,Owned with a mortgage,Being purchased under a shared equity scheme,Rented,Being occupied rent-free,Being occupied under a life tenure scheme,Other tenure type,Not stated,Not applicable,Total
"3488, VIC",0,0,0,0,0,0,0,0,0,0
"3489, VIC",0,0,0,0,0,0,0,0,0,0
"3490, VIC",0,0,0,0,0,0,0,0,0,0
"3491, VIC",0,0,0,0,0,0,0,0,0,0
"3494, VIC",0,0,0,0,0,0,0,0,0,0
"3496, VIC",0,0,0,0,0,0,0,0,0,0
"3498, VIC",0,0,0,0,0,0,0,0,0,0
"3500, VIC",17,6,0,38,0,0,0,9,16,94
"3501, VIC",0,0,0,0,0,0,0,0,0,0
"3505, VIC",0,0,0,0,0,0,0,0,0,0
"3506, VIC",0,0,0,0,0,0,0,0,0,0
"3507, VIC",0,0,0,0,0,0,0,0,0,0
"3509, VIC",0,0,0,0,0,0,0,0,0,0
"3512, VIC",0,0,0,0,0,0,0,0,0,0
"3515, VIC",0,0,0,0,0,0,0,0,0,0
"3516, VIC",0,0,0,0,0,0,0,0,0,0
"3517, VIC",0,0,0,0,0,0,0,0,0,0
"3518, VIC",0,0,0,0,0,0,0,0,0,0
"3520, VIC",0,0,0,0,0,0,0,0,0,0
"3521, VIC",0,0,0,0,0,0,0,0,0,0
"3522, VIC",0,0,0,0,0,0,0,0,0,0
"3523, VIC",0,0,0,0,0,0,0,0,0,0
"3525, VIC",0,0,0,0,0,0,0,0,0,0
"3527, VIC",0,0,0,0,0,0,0,0,0,0
"3529, VIC",0,0,0,0,0,0,0,0,0,0
"3530, VIC",0,0,0,0,0,0,0,0,0,0
"3531, VIC",0,0,0,0,0,0,0,0,0,0
"3533, VIC",0,0,0,0,0,0,0,0,0,0
"3537, VIC",0,0,0,0,0,0,0,0,0,0
"3540, VIC",0,0,0,0,0,0,0,0,0,0
"3542, VIC",0,0,0,0,0,0,0,0,0,0
"3544, VIC",0,0,0,0,0,0,0,0,0,0
"3546, VIC",0,0,0,0,0,0,0,0,0,0
"3549, VIC",0,0,0,0,0,0,0,0,0,0
"3550, VIC",49,51,0,238,0,0,0,41,100,482
"3551, VIC",0,0,0,0,0,0,0,0,0,0
"3555, VIC",0,6,0,31,0,0,0,10,3,50
"3556, VIC",0,0,0,0,0,0,0,0,0,0
"3557, VIC",0,0,0,0,0,0,0,0,0,0
"3558, VIC",0,0,0,0,0,0,0,0,0,0
"3559, VIC",0,0,0,0,0,0,0,0,0,0
"3561, VIC",0,0,0,0,0,0,0,0,0,0
"3562, VIC",0,0,0,0,0,0,0,0,0,0
"3563, VIC",0,0,0,0,0,0,0,0,0,0
"3564, VIC",8,0,0,7,0,0,0,0,6,23
"3565, VIC",0,0,0,0,0,0,0,0,0,0
"3566, VIC",0,0,0,0,0,0,0,0,0,0
"3567, VIC",0,0,0,0,0,0,0,0,0,0
"3568, VIC",0,0,0,0,0,0,0,0,0,0
"3570, VIC",0,0,0,0,0,0,0,0,0,0
"3571, VIC",0,0,0,0,0,0,0,0,0,0
"3572, VIC",0,0,0,0,0,0,0,0,0,0
"3573, VIC",0,0,0,0,0,0,0,0,0,0
"3575, VIC",0,0,0,0,0,0,0,0,0,0
"3576, VIC",0,0,0,0,0,0,0,0,0,0
"3579, VIC",0,0,0,0,0,0,0,0,0,0
"3580, VIC",0,0,0,0,0,0,0,0,0,0
"3581, VIC",0,0,0,0,0,0,0,0,0,0
"3583, VIC",0,0,0,0,0,0,0,0,0,0
"3584, VIC",0,0,0,0,0,0,0,0,0,0
"3585, VIC",0,0,0,6,0,0,0,0,0,11
"3586, VIC",0,0,0,0,0,0,0,0,0,0
"3588, VIC",0,0,0,0,0,0,0,0,0,0
"3589, VIC",0,0,0,0,0,0,0,0,0,0
"3590, VIC",0,0,0,0,0,0,0,0,0,0
"3591, VIC",0,0,0,0,0,0,0,0,0,0
"3594, VIC",0,0,0,0,0,0,0,0,0,0
"3595, VIC",0,0,0,0,0,0,0,0,0,0
"3596, VIC",0,0,0,0,0,0,0,0,0,0
"3597, VIC",0,0,0,0,0,0,0,0,0,0
"3599, VIC",0,0,0,0,0,0,0,0,0,0
"3607, VIC",0,0,0,0,0,0,0,0,0,0
"3608, VIC",0,0,0,0,0,0,0,0,0,0
"3610, VIC",0,0,0,0,0,0,0,0,0,0
"3612, VIC",0,0,0,0,0,0,0,0,0,0
"3614, VIC",0,0,0,0,0,0,0,0,0,0
"3616, VIC",0,0,0,0,0,0,0,0,0,0
"3617, VIC",0,0,0,0,0,0,0,0,0,0
"3618, VIC",0,0,0,0,0,0,0,0,0,0
"3620, VIC",0,0,0,0,0,0,0,0,0,0
"3621, VIC",0,0,0,0,0,0,0,0,0,0
"3622, VIC",0,0,0,0,0,0,0,0,0,0
"3623, VIC",0,0,0,0,0,0,0,0,0,0
"3624, VIC",0,0,0,0,0,0,0,0,0,0
"3629, VIC",0,0,0,4,0,0,0,0,0,4
"3630, VIC",11,11,0,60,0,0,5,27,15,123
"3631, VIC",0,0,0,0,0,0,0,0,0,4
"3633, VIC",0,0,0,0,0,0,0,0,0,0
"3634, VIC",0,0,0,0,0,0,0,0,0,0
"3635, VIC",0,0,0,0,0,0,0,0,0,0
"3636, VIC",0,0,0,0,0,0,0,0,0,0
"3637, VIC",0,0,0,0,0,0,0,0,0,0
"3638, VIC",0,0,0,0,0,0,0,0,0,0
"3639, VIC",0,0,0,0,0,0,0,0,0,0
"3640, VIC",0,0,0,0,0,0,0,0,0,0
"3641, VIC",0,0,0,0,0,0,0,0,0,0
"3646, VIC",0,0,0,0,0,0,0,0,0,0
"3647, VIC",0,0,0,0,0,0,0,0,0,0
"3649, VIC",0,0,0,0,0,0,0,0,0,0
"3658, VIC",0,0,0,3,0,0,0,0,0,3
"3659, VIC",0,0,0,0,0,0,0,0,0,0
"3660, VIC",0,0,0,4,0,0,0,5,0,5
"3662, VIC",0,0,0,13,0,0,0,0,0,18
"3663, VIC",0,0,0,0,0,0,0,0,0,0
"3664, VIC",0,0,0,0,0,0,0,0,0,0
"3665, VIC",0,0,0,0,0,0,0,0,0,0
"3666, VIC",0,0,0,0,0,0,0,0,0,0
"3669, VIC",0,0,0,0,0,0,0,0,0,0
"3670, VIC",0,0,0,0,0,0,0,0,0,0
"3672, VIC",0,0,0,0,0,0,0,0,0,3
"3673, VIC",0,0,0,0,0,0,0,0,0,0
"3675, VIC",0,0,0,0,0,0,0,0,0,0
"3677, VIC",5,5,0,42,0,0,0,3,0,62
"3678, VIC",0,0,0,0,0,0,0,0,0,0
"3682, VIC",0,0,0,0,0,0,0,0,0,0
"3683, VIC",0,0,0,0,0,0,0,0,0,0
"3685, VIC",0,0,0,0,0,0,0,0,0,0
"3687, VIC",0,0,0,0,0,0,0,0,0,0
"3688, VIC",0,0,0,0,0,0,0,0,0,0
"3690, VIC",15,7,0,77,0,0,0,19,11,132
"3694, VIC",0,0,0,0,0,0,0,0,0,0
"3695, VIC",0,0,0,0,0,0,0,0,0,0
"3697, VIC",0,0,0,0,0,0,0,0,0,0
"3698, VIC",0,0,0,0,0,0,0,0,0,0
"3699, VIC",0,0,0,3,0,0,0,3,3,7
"3700, VIC",0,0,0,0,0,0,0,0,0,0
"3701, VIC",0,0,0,0,0,0,0,0,0,0
"3704, VIC",0,0,0,0,0,0,0,0,0,0
"3705, VIC",0,0,0,0,0,0,0,0,0,0
"3708, VIC",0,0,0,0,0,0,0,0,0,0
"3709, VIC",0,0,0,0,0,0,0,0,0,0
"3711, VIC",0,0,0,0,0,0,0,0,0,0
"3712, VIC",0,0,0,0,0,0,0,0,0,0
"3713, VIC",0,0,0,0,0,0,0,0,0,0
"3714, VIC",0,0,0,0,0,0,0,0,0,0
"3715, VIC",0,0,0,0,0,0,0,0,0,0
"3717, VIC",0,0,0,0,0,0,0,0,0,0
"3718, VIC",0,0,0,0,0,0,0,0,0,0
"3719, VIC",0,0,0,0,0,0,0,0,0,0
"3720, VIC",0,0,0,0,0,0,0,0,0,0
"3722, VIC",0,0,0,0,0,0,0,0,0,0
"3723, VIC",0,0,0,0,0,0,0,0,0,0
"3725, VIC",0,0,0,0,0,0,0,0,0,0
"3726, VIC",0,0,0,0,0,0,0,0,0,0
"3727, VIC",0,0,0,0,0,0,0,0,0,0
"3728, VIC",0,0,0,0,0,0,0,0,0,0
"3730, VIC",7,5,0,10,0,0,0,9,29,55
"3732, VIC",0,0,0,0,0,0,0,0,0,0
"3733, VIC",0,0,0,0,0,0,0,0,0,0
"3735, VIC",0,0,0,0,0,0,0,0,0,0
"3737, VIC",0,4,0,7,0,0,0,0,0,11
"3738, VIC",0,0,0,0,0,0,0,0,0,0
"3739, VIC",0,0,0,0,0,0,0,0,0,0
"3740, VIC",0,0,0,0,0,0,0,0,0,0
"3741, VIC",7,3,0,9,0,0,3,29,33,91
"3744, VIC",0,0,0,0,0,0,0,0,0,0
"3746, VIC",0,0,0,0,0,0,0,0,0,0
"3747, VIC",0,0,0,0,0,0,0,0,0,0
"3749, VIC",0,0,0,0,0,0,0,0,0,0
"3750, VIC",0,11,0,66,0,0,0,11,7,92
"3751, VIC",0,0,0,0,0,0,0,0,0,0
"3752, VIC",63,258,0,295,3,0,0,41,69,724
"3753, VIC",0,3,0,0,0,0,0,0,0,3
"3754, VIC",18,150,0,352,0,3,0,70,80,673
"3755, VIC",0,0,0,0,0,0,0,0,0,0
"3756, VIC",0,0,0,7,0,0,0,0,0,9
"3757, VIC",4,0,0,9,0,0,0,0,3,18
"3758, VIC",0,0,0,0,0,0,0,0,0,0
"3759, VIC",0,0,0,0,0,0,0,0,0,0
"3760, VIC",0,0,0,0,0,0,0,0,0,0
"3761, VIC",0,0,0,0,0,0,0,0,0,0
"3762, VIC",0,0,0,0,0,0,0,0,0,0
"3763, VIC",0,0,0,0,0,0,0,0,0,0
"3764, VIC",7,3,0,5,0,0,0,0,6,28
"3765, VIC",0,6,0,5,0,0,0,0,0,14
"3766, VIC",0,0,0,0,0,0,0,0,0,0
"3767, VIC",0,0,0,0,0,0,0,0,0,4
"3770, VIC",0,0,0,0,0,0,0,0,0,0
"3775, VIC",0,0,0,0,0,0,0,0,0,0
"3777, VIC",7,8,0,9,0,0,0,0,3,25
"3778, VIC",0,0,0,0,0,0,0,0,0,0
"3779, VIC",0,0,0,0,0,0,0,0,0,0
"3781, VIC",0,0,0,0,0,0,0,0,0,0
"3782, VIC",0,0,0,0,0,0,0,0,0,0
"3783, VIC",0,0,0,0,0,0,0,0,0,0
"3785, VIC",0,0,0,0,0,0,0,0,0,0
"3786, VIC",0,0,0,0,0,0,0,0,0,0
"3787, VIC",0,0,0,0,0,0,0,0,0,0
"3788, VIC",0,0,0,3,0,0,0,0,0,3
"3789, VIC",0,0,0,0,0,0,0,0,0,0
"3791, VIC",0,0,0,0,0,0,0,0,0,0
"3792, VIC",0,0,0,0,0,0,0,0,0,0
"3793, VIC",0,0,0,0,0,0,0,0,0,3
"3795, VIC",0,0,0,0,0,0,0,0,0,0
"3796, VIC",0,10,0,8,0,0,0,0,0,21
"3797, VIC",0,0,0,6,0,0,0,0,0,8
"3799, VIC",0,0,0,0,0,0,0,0,0,0
"3800, VIC",0,0,0,0,0,0,0,0,0,0
"3802, VIC",125,156,0,41,4,0,0,12,7,347
"3803, VIC",12,82,0,57,0,0,0,13,13,177
"3804, VIC",0,5,0,0,0,0,0,0,0,3
"3805, VIC",32,109,0,55,3,0,0,11,3,212
"3806, VIC",116,150,0,231,6,0,0,33,59,596
"3807, VIC",17,24,0,21,0,0,0,6,5,70
"3808, VIC",0,0,0,0,0,0,0,0,0,0
"3809, VIC",6,55,0,70,0,0,0,6,12,152
"3810, VIC",29,83,0,262,0,0,0,32,24,424
"3812, VIC",0,0,0,0,0,0,0,0,0,0
"3813, VIC",0,0,0,0,0,0,0,0,0,0
"3814, VIC",0,0,0,0,0,0,0,0,5,6
"3815, VIC",0,0,0,0,0,0,0,0,0,0
"3816, VIC",0,0,0,0,0,0,0,0,0,0
"3818, VIC",0,0,0,0,0,0,0,0,0,0
"3820, VIC",11,0,0,23,0,0,0,12,4,52
"3821, VIC",0,0,0,0,0,0,0,0,0,0
"3822, VIC",0,0,0,0,0,0,0,0,0,0
"3823, VIC",0,0,0,0,0,0,0,0,0,8
"3824, VIC",0,0,0,3,0,0,0,0,0,4
"3825, VIC",0,0,0,3,0,0,0,0,0,10
"3831, VIC",0,0,0,0,0,0,0,0,0,0
"3832, VIC",0,0,0,0,0,0,0,0,0,0
"3833, VIC",0,0,0,0,0,0,0,0,0,0
"3835, VIC",0,0,0,0,0,0,0,0,0,0
"3840, VIC",4,0,0,38,0,0,0,13,10,66
"3842, VIC",3,0,0,5,0,0,0,5,6,17
"3844, VIC",3,13,0,31,0,0,0,11,6,62
"3847, VIC",0,0,0,0,0,0,0,0,0,0
"3850, VIC",3,3,0,72,0,0,0,29,30,142
"3851, VIC",0,0,0,0,0,0,0,0,9,9
"3852, VIC",0,0,0,0,0,0,0,0,0,0
"3854, VIC",0,0,0,0,0,0,0,0,0,0
"3856, VIC",0,0,0,0,0,0,0,0,0,0
"3857, VIC",0,0,0,0,0,0,0,0,0,0
"3858, VIC",0,0,0,0,0,0,0,0,0,0
"3859, VIC",0,0,0,0,0,0,0,0,0,0
"3860, VIC",0,0,0,0,0,0,0,0,0,0
"3862, VIC",0,0,0,0,0,0,0,0,0,0
"3864, VIC",0,0,0,0,0,0,0,0,0,0
"3865, VIC",0,0,0,0,0,0,0,0,0,0
"3869, VIC",0,0,0,0,0,0,0,0,0,0
"3870, VIC",0,0,0,0,0,0,0,0,0,0
"3871, VIC",0,0,0,0,0,0,0,0,0,0
"3873, VIC",0,0,0,0,0,0,0,0,0,0
"3874, VIC",0,0,0,0,0,0,0,0,0,0
"3875, VIC",0,0,0,23,0,0,0,3,12,47
"3878, VIC",0,0,0,0,0,0,0,0,0,0
"3880, VIC",5,6,0,5,0,0,0,4,8,25
"3882, VIC",0,0,0,0,0,0,0,0,0,0
"3885, VIC",0,0,0,0,0,0,0,0,0,0
"3886, VIC",0,0,0,0,0,0,0,0,0,0
"3887, VIC",0,0,0,0,0,0,0,0,0,0
"3888, VIC",0,0,0,3,0,0,0,0,0,3
"3889, VIC",0,0,0,0,0,0,0,0,0,0
"3890, VIC",0,0,0,0,0,0,0,0,0,0
"3891, VIC",0,0,0,0,0,0,0,0,0,0
"3892, VIC",0,0,0,0,0,0,0,0,0,0
"3893, VIC",0,0,0,0,0,0,0,0,0,0
"3895, VIC",0,0,0,0,0,0,0,0,0,0
"3896, VIC",0,0,0,0,0,0,0,0,0,0
"3898, VIC",0,6,0,20,0,0,6,31,14,77
"3900, VIC",0,0,0,0,0,0,0,0,0,0
"3902, VIC",0,0,0,0,0,0,0,0,0,0
"3903, VIC",0,0,0,0,0,0,0,0,0,0
"3904, VIC",0,0,0,3,0,0,0,0,0,3
"3909, VIC",6,0,0,11,0,0,0,4,22,46
"3910, VIC",12,44,0,39,0,0,0,0,5,103
"3911, VIC",0,0,0,0,0,0,0,0,0,0
"3912, VIC",4,11,0,26,0,0,0,6,4,56
"3913, VIC",7,8,0,7,0,0,0,0,0,30
"3915, VIC",17,18,0,109,0,4,0,23,21,194
"3916, VIC",0,0,0,0,0,0,0,0,0,0
"3918, VIC",0,0,0,0,0,0,0,0,0,0
"3919, VIC",0,0,0,0,0,0,0,0,0,0
"3920, VIC",0,0,0,0,0,0,0,0,0,0
"3921, VIC",0,0,0,0,0,0,0,0,0,0
"3922, VIC",15,11,0,27,0,0,0,10,168,224
"3923, VIC",0,0,0,0,0,0,0,0,0,0
"3925, VIC",0,0,0,37,0,0,0,6,43,88
"3926, VIC",0,0,0,4,0,0,0,0,0,5
"3927, VIC",0,0,0,0,0,0,0,0,0,0
"3928, VIC",0,0,0,0,0,0,0,0,0,0
"3929, VIC",0,0,0,0,0,0,0,0,0,0
"3930, VIC",12,9,0,15,0,0,0,0,0,44
"3931, VIC",186,93,0,81,0,0,0,26,71,451
"3933, VIC",0,0,0,0,0,0,0,0,0,0
"3934, VIC",73,79,0,55,0,0,0,11,44,273
"3936, VIC",78,94,0,164,3,0,0,23,253,616
"3937, VIC",0,0,0,0,0,0,0,0,0,0
"3938, VIC",12,8,0,9,0,0,0,0,18,39
"3939, VIC",24,14,0,45,0,0,0,9,68,156
"3940, VIC",13,5,0,22,0,0,0,3,51,96
"3941, VIC",11,4,0,18,0,0,0,8,83,119
"3942, VIC",0,0,0,0,0,0,0,0,7,11
"3943, VIC",4,0,0,0,4,0,0,0,54,64
"3944, VIC",3,0,0,0,0,0,0,0,32,41
"3945, VIC",0,0,0,0,0,0,0,0,0,0
"3946, VIC",0,0,0,0,0,0,0,0,0,0
"3950, VIC",0,0,0,0,0,0,0,0,0,0
"3951, VIC",0,0,0,0,0,0,0,0,0,0
"3953, VIC",0,0,0,6,0,0,0,0,0,10
"3954, VIC",0,0,0,0,0,0,0,0,0,0
"3956, VIC",0,0,0,0,0,0,0,0,0,0
"3957, VIC",0,0,0,0,0,0,0,0,0,0
"3958, VIC",0,0,0,0,0,0,0,0,0,0
"3959, VIC",0,0,0,0,0,0,0,0,6,6
"3960, VIC",0,0,0,0,0,0,0,0,0,0
"3962, VIC",0,0,0,0,0,0,0,0,0,0
"3964, VIC",0,0,0,0,0,0,0,0,0,0
"3965, VIC",0,0,0,0,0,0,0,0,0,0
"3966, VIC",0,0,0,0,0,0,0,0,0,0
"3967, VIC",0,0,0,0,0,0,0,0,0,0
"3971, VIC",0,0,0,0,0,0,0,0,0,0
"3975, VIC",13,54,0,73,0,0,0,26,11,178
"3976, VIC",5,52,0,47,0,0,0,13,4,121
"3977, VIC",57,203,0,147,0,0,0,45,44,504
"3978, VIC",0,34,0,20,0,0,0,4,30,102
"3979, VIC",0,0,0,0,0,0,0,0,0,0
"3980, VIC",0,0,0,0,0,0,0,0,0,0
"3981, VIC",0,0,0,0,0,0,0,0,0,0
"3984, VIC",0,0,0,0,0,0,0,0,0,0
"3987, VIC",0,0,0,0,0,0,0,0,0,0
"3988, VIC",0,0,0,0,0,0,0,0,0,0
"3990, VIC",0,0,0,0,0,0,0,0,0,0
"3991, VIC",0,0,0,0,0,0,0,0,0,0
"3992, VIC",0,0,0,0,0,0,0,0,0,0
"3995, VIC",3,0,0,10,0,0,0,0,16,33
"3996, VIC",6,6,0,30,0,0,0,3,78,121
"4000, QLD",52,29,0,172,0,0,0,13,44,320
"4005, QLD",55,51,0,138,0,0,0,32,22,292
"4006, QLD",24,66,0,193,0,0,0,44,43,371
"4007, QLD",69,103,0,204,5,0,0,48,40,466
"4008, QLD",0,0,0,0,0,0,0,0,0,0
"4009, QLD",0,0,0,0,0,0,0,0,0,0
"4010, QLD",3,12,0,16,0,0,0,0,5,43
"4011, QLD",100,125,0,266,0,0,3,38,77,614
"4012, QLD",70,219,3,415,9,0,0,45,77,829
"4013, QLD",20,62,0,208,3,0,0,21,45,369
"4014, QLD",9,43,0,67,0,0,0,12,10,148
"4017, QLD",24,58,0,202,0,0,0,30,27,347
"4018, QLD",110,344,0,617,7,0,0,62,70,1223
"4019, QLD",69,62,0,290,3,0,0,16,30,476
"4020, QLD",90,53,0,259,3,0,0,39,54,505
"4021, QLD",20,25,0,330,0,0,0,43,50,463
"4022, QLD",0,4,0,5,0,0,0,0,0,14
"4025, QLD",0,0,0,0,0,0,0,0,0,0
"4029, QLD",0,0,0,0,0,0,0,0,0,0
"4030, QLD",43,61,0,154,0,0,0,16,29,306
"4031, QLD",61,93,3,273,0,4,9,41,47,528
"4032, QLD",99,132,0,492,3,7,6,78,70,892
"4034, QLD",164,332,0,864,8,3,4,82,125,1586
"4035, QLD",37,26,0,178,0,15,0,25,26,298
"4036, QLD",0,5,0,97,0,0,0,8,0,114
"4037, QLD",3,5,0,7,0,0,0,7,0,17
"4051, QLD",152,229,3,630,4,0,0,51,115,1192
"4053, QLD",139,276,5,842,5,0,0,91,178,1538
"4054, QLD",98,76,0,99,0,38,6,39,36,397
"4055, QLD",13,33,0,51,0,0,0,0,3,100
"4059, QLD",43,90,0,197,0,0,0,29,25,384
"4060, QLD",8,12,0,44,0,0,0,3,8,76
"4061, QLD",71,67,0,69,0,4,0,27,24,264
"4064, QLD",52,74,0,236,3,0,0,26,37,430
"4065, QLD",86,47,0,70,3,0,0,7,16,226
"4066, QLD",32,36,0,84,0,0,0,9,25,187
"4067, QLD",61,44,0,122,0,0,0,22,19,267
"4068, QLD",133,131,0,377,4,0,4,35,78,766
"4069, QLD",75,38,0,46,4,0,0,18,20,200
"4070, QLD",5,8,0,11,0,0,0,0,6,30
"4072, QLD",0,0,0,0,0,0,0,0,0,0
"4073, QLD",49,85,0,118,0,0,0,3,14,273
"4074, QLD",117,105,0,182,0,0,0,39,32,476
"4075, QLD",91,165,0,453,3,0,0,136,76,923
"4076, QLD",5,38,0,172,0,0,0,50,8,278
"4077, QLD",25,116,0,1077,4,7,0,350,94,1680
"4078, QLD",15,43,0,301,0,0,0,63,25,441
"4101, QLD",54,74,0,201,5,0,0,43,39,417
"4102, QLD",8,19,0,29,0,0,0,11,4,68
"4103, QLD",73,179,0,565,6,0,3,59,92,968
"4104, QLD",62,111,0,241,3,0,0,49,33,493
"4105, QLD",52,179,0,456,0,0,0,69,53,811
"4106, QLD",3,0,0,7,0,0,0,0,0,14
"4107, QLD",5,25,0,78,0,0,0,7,8,120
"4108, QLD",13,20,0,114,0,0,0,19,16,185
"4109, QLD",157,217,3,600,12,5,0,91,92,1175
"4110, QLD",4,26,0,207,0,0,0,26,11,277
"4111, QLD",0,0,0,0,0,0,0,0,0,0
"4112, QLD",18,62,0,177,3,0,0,22,14,296
"4113, QLD",228,594,5,1306,16,6,0,114,138,2405
"4114, QLD",77,134,7,1152,18,7,6,160,251,1792
"4115, QLD",41,133,0,320,4,0,0,38,41,566
"4116, QLD",114,517,5,911,8,5,4,114,91,1767
"4117, QLD",0,0,0,0,0,0,0,0,0,0
"4118, QLD",27,60,0,489,4,0,0,50,53,688
"4119, QLD",15,50,0,195,0,0,0,29,30,322
"4120, QLD",35,72,0,209,3,0,0,38,47,393
"4121, QLD",30,81,0,215,0,0,4,24,29,382
"4122, QLD",173,400,4,745,5,0,0,102,117,1550
"4123, QLD",44,95,0,186,0,0,0,24,24,373
"4124, QLD",5,3,0,52,0,0,0,7,18,84
"4125, QLD",0,0,0,0,0,0,0,0,0,0
"4127, QLD",147,294,0,803,8,10,0,105,112,1488
"4128, QLD",16,43,0,128,3,0,0,28,18,233
"4129, QLD",0,0,0,3,0,0,0,0,0,3
"4130, QLD",24,36,0,64,0,0,0,6,7,143
"4131, QLD",3,29,0,187,0,0,0,38,18,269
"4132, QLD",9,16,0,456,4,0,0,105,46,630
"4133, QLD",26,47,0,263,3,0,0,62,42,447
"4151, QLD",54,107,0,350,0,0,0,35,43,591
"4152, QLD",324,691,0,1367,13,3,7,145,238,2781
"4153, QLD",7,31,0,96,0,0,0,3,7,150
"4154, QLD",25,57,0,241,0,0,0,16,29,376
"4155, QLD",0,0,0,0,0,0,0,0,0,0
"4156, QLD",3,18,0,4,0,0,0,7,4,29
"4157, QLD",85,176,0,448,3,0,0,53,53,820
"4158, QLD",61,124,0,185,0,0,0,26,36,426
"4159, QLD",16,18,0,84,0,0,0,7,11,141
"4160, QLD",68,67,0,227,4,0,0,31,61,460
"4161, QLD",12,20,0,73,0,0,3,4,4,118
"4163, QLD",118,116,0,336,0,0,0,31,80,685
"4164, QLD",0,7,0,112,0,0,0,3,21,144
"4165, QLD",9,8,0,38,0,0,0,32,17,99
"4169, QLD",27,49,0,117,0,0,0,23,26,240
"4170, QLD",137,418,0,920,6,0,3,143,217,1844
"4171, QLD",116,224,0,361,3,0,0,42,91,839
"4172, QLD",12,71,0,106,0,0,0,23,23,235
"4173, QLD",40,130,0,221,0,0,0,40,44,484
"4174, QLD",8,15,0,23,0,0,0,6,9,62
"4178, QLD",68,183,0,744,3,0,0,69,70,1144
"4179, QLD",32,128,0,348,0,0,0,40,44,599
"4183, QLD",3,0,0,5,0,0,0,0,33,44
"4184, QLD",0,0,0,0,0,0,0,0,3,6
"4205, QLD",4,6,0,58,0,0,0,20,46,139
"4207, QLD",87,215,0,1104,7,0,3,133,132,1680
"4208, QLD",19,25,0,75,0,0,0,8,13,147
"4209, QLD",147,224,0,1488,0,24,0,191,114,2193
"4210, QLD",14,62,0,129,0,0,0,77,15,293
"4211, QLD",562,752,9,2044,16,22,10,353,312,4079
"4212, QLD",299,237,0,380,6,0,5,100,189,1213
"4213, QLD",90,170,0,347,0,0,0,37,38,690
"4214, QLD",104,231,0,625,0,6,6,112,26,1106
"4215, QLD",555,703,7,2080,26,9,9,326,272,3974
"4216, QLD",596,560,6,959,11,33,8,179,248,2604
"4217, QLD",380,359,0,621,13,6,4,245,248,1874
"4218, QLD",388,367,0,887,10,0,4,178,208,2041
"4220, QLD",401,457,0,576,7,0,9,117,173,1751
"4221, QLD",307,351,0,495,10,3,3,122,130,1422
"4222, QLD",0,0,0,0,0,0,0,0,0,0
"4223, QLD",129,132,0,240,0,0,0,46,79,633
"4224, QLD",80,150,0,248,4,0,0,48,65,588
"4225, QLD",43,41,0,103,0,0,0,19,35,244
"4226, QLD",513,552,6,1570,16,3,10,240,232,3142
"4227, QLD",258,684,0,998,7,5,0,131,111,2196
"4228, QLD",13,13,0,0,0,0,0,0,0,28
"4229, QLD",0,0,0,0,0,0,0,0,0,0
"4230, QLD",104,65,0,153,3,0,4,13,30,374
"4270, QLD",0,0,0,0,0,0,0,0,0,0
"4271, QLD",0,0,0,0,0,0,0,0,0,0
"4272, QLD",0,0,0,0,0,0,0,4,0,5
"4275, QLD",0,0,0,0,0,0,0,0,0,0
"4280, QLD",0,0,0,12,0,0,0,0,0,20
"4285, QLD",12,12,0,56,0,0,0,11,17,115
"4287, QLD",0,0,0,0,0,0,0,0,0,0
"4300, QLD",28,136,0,628,0,0,0,98,67,961
"4301, QLD",14,25,0,279,0,0,0,55,34,402
"4303, QLD",0,0,0,6,0,0,0,6,0,13
"4304, QLD",20,33,0,423,3,0,0,104,52,633
"4305, QLD",24,37,0,388,0,0,0,66,95,603
"4306, QLD",11,10,0,30,0,0,0,3,4,63
"4307, QLD",0,0,0,0,0,0,0,0,0,0
"4309, QLD",0,0,0,0,0,0,0,0,0,0
"4310, QLD",0,0,0,0,0,0,0,0,0,0
"4311, QLD",0,0,0,0,0,0,0,0,0,4
"4312, QLD",0,0,0,0,0,0,0,0,0,0
"4313, QLD",0,0,0,0,0,0,0,0,0,0
"4340, QLD",0,0,0,0,0,0,0,0,0,0
"4341, QLD",0,0,0,0,0,0,0,0,0,7
"4342, QLD",0,0,0,3,0,0,0,0,0,0
"4343, QLD",0,0,0,28,0,0,0,10,3,38
"4344, QLD",0,0,0,0,0,0,0,0,0,0
"4345, QLD",0,0,0,0,0,0,0,0,0,0
"4346, QLD",0,0,0,0,0,0,0,0,0,0
"4347, QLD",0,0,0,0,0,0,0,0,0,0
"4350, QLD",138,180,0,981,6,3,0,166,294,1770
"4352, QLD",0,5,0,9,0,0,0,3,0,27
"4353, QLD",0,0,0,0,0,0,0,0,0,0
"4354, QLD",0,0,0,0,0,0,0,0,0,4
"4355, QLD",0,0,0,0,0,0,0,0,0,0
"4356, QLD",0,0,0,9,0,0,0,0,0,11
"4357, QLD",0,0,0,0,0,0,0,0,0,0
"4358, QLD",0,0,0,0,0,0,0,0,0,0
"4359, QLD",0,0,0,0,0,0,0,0,0,0
"4360, QLD",0,0,0,0,0,0,0,0,0,0
"4361, QLD",0,0,0,0,0,0,0,0,0,0
"4362, QLD",0,0,0,0,0,0,0,0,0,0
"4363, QLD",0,0,0,0,0,0,0,0,0,0
"4364, QLD",0,0,0,0,0,0,0,0,0,0
