Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2712,217,"1,313.280",2,9.625,2,16.360,1,11.390,0,0.000,2,24.750,0,0.000,3,30.800,5,108.140,3,13.605,1,8.190,4,19.245,2,11.820,0,0.000,2,25.410,2,12.125,0,0.000,2,53.900,1,1.650,2,13.200,0,0.000,251,"1,673.490"
2713,406,"2,811.060",2,22.770,2,9.600,1,14.400,1,6.600,3,18.480,5,31.350,1,93.240,7,42.110,4,56.775,2,13.170,7,93.940,5,30.435,3,14.690,3,26.040,1,6.400,0,0.000,1,5.940,1,6.600,4,40.540,2,15.810,461,"3,359.950"
2714,506,"2,394.072",2,50.800,5,31.800,8,41.050,3,18.900,6,39.075,7,56.300,5,24.960,1,4.800,5,33.425,3,13.200,4,25.590,3,33.000,3,28.820,6,38.280,4,31.940,4,22.385,1,7.700,11,75.415,5,34.290,1,6.600,593,"3,012.402"
2715,151,881.273,0,0.000,0,0.000,1,6.325,0,0.000,1,4.480,2,108.150,6,32.400,10,39.050,7,43.875,1,7.700,3,13.200,0,0.000,0,0.000,0,0.000,1,5.360,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,184,"1,148.413"
2716,186,977.910,0,0.000,3,22.440,0,0.000,0,0.000,4,26.025,7,34.650,0,0.000,2,14.760,2,12.600,1,5.580,1,6.600,3,23.100,1,5.940,1,9.900,1,6.600,4,23.100,1,10.560,1,49.600,1,6.600,1,6.600,220,"1,242.565"
2717,91,554.388,1,5.500,2,10.475,3,20.500,4,39.520,2,14.920,3,31.530,0,0.000,3,10.395,3,99.280,0,0.000,0,0.000,1,5.700,0,0.000,0,0.000,0,0.000,1,5.040,1,6.600,0,0.000,1,6.600,1,6.600,117,817.048
2720,803,"3,784.682",0,0.000,11,63.280,11,56.635,9,46.310,6,31.900,4,21.305,4,22.170,10,83.965,6,31.965,15,92.170,9,54.445,27,130.605,5,18.645,9,55.440,14,149.125,12,86.120,10,95.040,7,93.720,15,86.500,2,17.820,989,"5,021.842"
2721,21,125.010,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,3.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,24,141.810
2722,350,"1,837.299",0,0.000,2,37.350,7,107.280,0,0.000,2,20.020,1,6.325,6,39.845,4,80.940,4,32.400,4,20.910,6,117.045,7,54.810,2,13.560,3,23.210,5,31.570,5,38.280,4,28.010,3,22.440,15,104.940,1,6.480,431,"2,622.714"
2725,35,103.505,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,11.325,0,0.000,0,0.000,0,0.000,0,0.000,1,2.475,2,26.400,1,8.580,1,5.800,0,0.000,42,158.085
2726,34,216.847,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,15.840,1,10.080,1,6.600,0,0.000,1,8.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.260,0,0.000,40,271.027
2727,44,299.548,0,0.000,0,0.000,1,6.600,0,0.000,1,9.240,1,14.520,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,23.700,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,49,353.608
2729,229,968.896,0,0.000,1,3.410,3,16.000,2,16.650,1,14.520,4,27.210,5,26.900,3,22.000,8,56.945,5,69.960,2,7.950,2,10.080,0,0.000,5,117.825,2,13.200,2,13.200,3,23.370,4,32.490,5,29.100,6,22.320,292,"1,492.026"
2730,163,737.740,0,0.000,2,34.860,1,10.050,0,0.000,1,3.960,1,10.050,2,8.970,1,99.400,0,0.000,1,3.300,1,3.300,7,47.550,1,5.940,0,0.000,8,42.285,6,44.335,0,0.000,2,12.600,8,51.150,2,13.200,207,"1,128.690"
2731,772,"4,304.626",5,32.655,12,79.470,4,46.785,5,48.550,16,96.175,45,237.790,29,83.775,11,93.150,8,63.090,6,37.020,7,56.610,23,191.985,10,50.565,9,58.570,10,71.520,17,122.970,14,93.645,15,120.900,15,110.750,7,46.320,"1,040","6,046.921"
2732,292,"2,594.048",1,10.450,2,12.010,2,10.900,2,46.375,3,97.380,6,33.450,5,73.800,3,19.575,5,46.880,0,0.000,0,0.000,2,11.880,1,2.680,0,0.000,1,5.280,5,36.000,2,13.200,5,37.635,4,123.390,1,6.600,342,"3,181.533"
2733,75,511.305,0,0.000,0,0.000,1,15.200,0,0.000,0,0.000,4,26.400,3,17.400,1,5.225,2,10.230,1,6.600,0,0.000,0,0.000,1,2.680,1,3.135,1,2.680,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,91,607.455
2734,35,412.175,0,0.000,0,0.000,0,0.000,1,7.700,1,9.900,1,99.900,0,0.000,2,19.050,0,0.000,2,10.260,1,19.530,0,0.000,0,0.000,1,5.280,2,18.090,0,0.000,0,0.000,0,0.000,0,0.000,1,19.800,47,621.685
2735,70,467.340,0,0.000,0,0.000,0,0.000,0,0.000,1,6.490,0,0.000,1,6.600,0,0.000,2,9.535,1,5.280,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,76,501.845
2736,53,479.530,1,5.320,0,0.000,2,102.015,0,0.000,1,10.560,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,58,604.025
2737,54,424.430,0,0.000,0,0.000,0,0.000,1,20.400,0,0.000,2,199.440,3,42.590,0,0.000,0,0.000,3,20.040,0,0.000,0,0.000,0,0.000,0,0.000,2,20.400,1,5.850,2,20.370,0,0.000,0,0.000,0,0.000,68,753.520
2738,174,"1,162.659",2,16.620,6,39.580,4,33.710,2,16.200,2,24.050,2,24.180,3,34.125,6,75.840,3,22.560,2,16.680,3,25.970,3,136.780,1,5.280,2,19.815,3,28.710,5,37.760,4,63.600,5,246.030,3,35.260,2,31.350,237,"2,096.759"
2739,148,"1,231.493",2,23.650,2,12.100,2,8.700,3,17.000,2,22.240,2,22.460,1,6.600,0,0.000,0,0.000,1,49.600,1,4.960,2,154.380,0,0.000,1,14.520,0,0.000,2,23.340,2,24.990,1,6.600,3,23.400,0,0.000,175,"1,646.033"
2745,"2,055","8,624.320",31,216.640,27,155.490,20,221.079,35,258.840,43,280.481,28,271.395,44,377.925,35,306.725,34,287.515,38,276.345,64,537.235,32,302.070,35,302.815,45,361.370,61,437.453,26,215.025,43,391.090,56,492.945,47,400.585,31,284.275,"2,830","15,001.618"
2747,"2,667","10,054.499",45,302.320,42,356.830,34,319.968,36,312.495,57,390.293,45,405.035,43,281.970,88,599.705,81,507.200,101,675.690,100,699.515,71,619.070,67,471.800,76,518.919,84,770.480,90,670.850,73,540.820,71,495.665,104,892.985,47,323.815,"4,022","20,209.924"
2748,161,928.935,1,5.700,0,0.000,3,39.870,0,0.000,1,6.600,4,137.240,1,4.960,4,60.240,2,23.030,4,65.320,4,29.230,3,116.060,0,0.000,4,48.300,2,22.420,3,63.285,0,0.000,1,13.230,2,123.835,2,19.180,202,"1,707.435"
2749,"1,080","4,337.893",10,60.655,11,78.080,19,136.965,9,68.950,9,61.300,7,45.760,13,96.190,16,97.230,17,126.290,34,280.250,23,224.180,23,180.400,13,104.920,16,105.520,16,160.110,17,144.340,20,144.225,16,132.225,31,244.720,17,120.640,"1,417","6,950.843"
2750,"2,664","11,054.148",29,176.100,39,343.195,29,373.265,28,387.643,22,150.470,21,142.250,42,370.160,23,162.865,21,149.125,38,295.190,46,448.330,45,419.065,21,160.360,31,210.647,42,373.445,30,221.330,46,352.545,50,419.910,35,368.865,30,197.600,"3,332","16,776.508"
2751,8,37.747,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,8,37.747
2752,370,"1,563.835",5,39.845,6,41.430,7,148.350,5,46.180,9,65.746,7,67.720,6,50.155,6,44.165,7,55.200,6,80.190,10,80.565,4,96.360,8,62.690,6,43.340,10,72.340,5,37.620,10,76.350,10,93.925,9,72.510,4,37.020,510,"2,875.536"
2753,"1,095","5,219.245",6,48.235,15,114.305,11,93.840,8,51.880,11,111.535,10,124.020,9,70.120,14,90.880,18,276.170,11,97.170,10,102.590,16,185.215,15,149.970,13,126.410,25,224.110,16,152.910,14,161.120,17,137.085,9,74.270,9,172.540,"1,352","7,783.620"
2754,410,"1,936.403",4,19.665,1,6.600,7,49.500,5,37.920,11,126.330,9,73.365,6,30.290,4,51.190,10,71.090,13,93.680,12,75.515,12,84.980,8,59.660,9,95.770,12,90.990,8,62.805,12,131.085,8,57.780,15,101.980,10,60.280,586,"3,316.878"
2756,"2,203","12,248.827",17,176.680,24,411.715,31,328.772,30,306.935,31,477.470,28,490.670,27,320.725,23,271.300,19,190.795,35,349.435,47,391.780,43,532.970,24,207.055,40,314.220,62,642.680,36,390.975,40,468.205,35,327.670,36,464.560,24,218.140,"2,855","19,531.579"
2757,49,263.085,0,0.000,1,8.540,3,19.525,1,5.270,4,31.170,1,27.450,0,0.000,1,7.800,0,0.000,1,16.500,3,39.200,1,6.510,1,11.550,1,6.600,3,44.460,0,0.000,1,5.940,0,0.000,2,35.310,0,0.000,73,528.910
2758,683,"3,075.433",7,87.215,5,59.955,8,78.785,7,48.780,8,65.415,4,42.170,13,118.750,6,59.560,5,44.875,11,101.215,12,136.995,10,74.840,10,91.545,9,73.155,13,83.405,15,208.110,11,120.250,11,114.940,16,148.190,4,32.130,868,"4,865.713"
2759,"1,770","6,043.608",20,226.780,16,90.545,30,196.170,26,164.190,26,138.950,16,115.865,24,200.970,36,218.910,22,174.000,34,206.660,48,395.215,27,187.850,20,133.750,41,266.505,52,459.260,36,280.905,35,412.250,29,375.980,46,370.115,21,143.360,"2,375","10,801.838"
2760,"1,666","6,627.904",11,58.710,15,96.830,12,74.685,10,63.545,28,199.185,15,106.365,27,215.320,23,156.025,26,179.465,43,273.890,26,197.640,28,226.900,25,151.095,34,238.685,36,224.405,32,262.825,35,302.605,21,159.120,34,208.240,31,211.860,"2,178","10,235.299"
2761,"2,385","8,229.776",28,182.205,31,212.970,20,133.080,17,120.140,26,280.030,22,272.185,50,314.580,43,279.260,35,226.035,33,276.625,50,340.825,42,466.455,40,353.590,37,343.380,54,370.040,32,315.915,47,327.885,45,343.360,76,533.265,36,286.660,"3,149","14,208.261"
2762,556,"2,387.883",25,149.775,23,176.355,21,148.845,15,95.615,20,126.685,26,163.270,30,203.390,49,302.110,31,219.640,48,355.970,57,368.260,58,432.420,37,274.460,36,224.310,45,340.185,34,229.510,52,357.445,54,400.310,74,615.385,38,294.690,"1,329","7,866.513"
2763,"1,952","5,730.906",15,95.775,18,110.455,14,87.670,11,63.765,32,170.930,14,142.635,25,196.395,28,164.670,29,200.815,25,148.370,53,337.570,39,289.855,24,159.795,36,253.090,53,365.410,13,88.475,31,206.200,55,485.450,48,340.530,23,155.245,"2,538","9,794.006"
2765,"1,166","6,604.746",30,194.765,54,372.595,42,367.560,39,258.990,46,289.485,53,394.525,81,552.590,53,537.865,84,639.175,94,683.460,122,908.390,137,"1,106.220",102,763.638,103,744.575,126,"1,127.945",87,599.914,144,"1,045.565",136,"1,062.050",157,"1,284.289",100,957.145,"2,956","20,495.487"
2766,916,"5,146.617",9,54.350,8,53.065,10,54.060,11,49.800,8,207.355,8,66.075,12,69.590,11,64.175,13,107.255,10,87.115,16,102.935,11,104.070,11,66.600,15,94.885,13,83.795,9,69.440,14,187.330,21,295.200,25,264.170,17,203.630,"1,168","7,431.512"
2767,"2,149","5,424.932",13,74.330,21,224.140,13,83.660,15,83.340,10,68.025,10,58.690,23,118.895,18,122.990,21,135.020,22,151.055,21,140.750,33,233.525,24,169.565,17,118.950,18,146.800,12,76.410,30,202.325,24,167.035,36,246.775,21,147.355,"2,551","8,194.567"
2768,"2,236","6,654.492",14,86.145,22,140.075,13,95.865,18,107.735,25,160.510,18,107.535,26,175.325,26,160.665,27,177.885,40,268.220,43,291.775,48,352.675,39,261.280,26,168.255,49,299.045,30,299.700,41,413.735,48,332.235,60,430.570,30,203.890,"2,879","11,187.612"
2769,"1,116","4,168.516",15,95.795,14,96.630,16,106.107,22,128.880,27,106.255,26,153.610,45,217.615,24,163.635,27,210.045,27,182.105,28,194.570,37,359.615,25,185.875,38,255.720,36,292.790,34,251.215,44,355.115,44,380.120,43,355.700,36,303.705,"1,724","8,563.618"
2770,"2,742","9,222.801",24,161.465,30,205.465,23,146.075,20,162.205,21,197.165,22,115.065,40,276.465,44,266.910,29,169.405,34,312.790,48,331.350,38,234.720,28,197.975,30,203.785,49,328.110,29,185.460,36,382.215,49,381.095,49,325.965,34,252.140,"3,419","14,058.626"
2773,503,"1,702.019",8,40.360,7,37.430,3,18.105,5,29.265,4,26.710,6,45.860,8,52.020,3,26.505,4,30.895,7,45.220,4,15.295,15,85.100,4,23.370,6,37.295,7,47.420,9,68.535,2,12.800,10,73.010,5,34.400,8,77.590,628,"2,529.204"
2774,"1,072","3,710.586",2,12.300,8,46.309,16,96.135,11,92.210,10,76.930,4,28.895,8,50.235,7,43.120,12,85.490,7,53.460,11,66.825,13,94.770,18,138.495,2,9.900,14,104.105,14,93.365,11,76.450,16,111.565,17,129.470,12,81.430,"1,285","5,202.045"
2775,163,658.970,1,5.700,1,12.400,1,6.270,0,0.000,3,127.260,2,12.500,1,9.000,1,1.860,2,19.200,0,0.000,3,41.880,0,0.000,1,6.600,2,10.320,1,6.200,2,9.795,5,31.080,3,9.130,1,6.600,0,0.000,193,974.765
2776,398,"1,190.925",4,25.125,2,13.200,5,31.590,4,24.445,3,34.410,5,41.390,4,23.220,3,23.295,5,36.170,5,44.310,5,43.740,4,34.240,4,35.970,4,30.195,5,32.700,7,45.265,10,72.810,4,29.490,5,34.490,3,19.800,489,"1,866.780"
2777,"1,594","5,449.331",8,46.640,12,78.345,15,83.015,11,82.735,10,59.125,10,63.990,19,133.740,11,86.480,11,76.500,24,184.990,15,184.420,9,50.920,14,97.370,18,126.390,17,106.380,20,190.745,24,273.810,14,104.365,20,155.505,10,73.150,"1,886","7,707.946"
2778,264,720.833,1,6.325,2,15.720,3,16.170,2,13.200,6,27.865,1,6.100,3,17.730,4,21.015,4,20.100,6,44.210,2,12.375,2,13.200,3,20.205,4,26.540,8,48.840,3,16.300,2,15.000,2,7.080,3,18.990,4,25.060,329,"1,112.858"
2779,430,"1,301.048",2,9.850,4,18.370,1,6.600,2,5.425,4,21.940,3,23.580,5,29.105,1,6.615,2,14.485,4,31.030,5,30.310,8,51.270,3,18.240,3,18.600,3,17.490,2,13.710,6,66.600,4,32.670,7,40.750,4,20.185,503,"1,777.873"
2780,"1,050","3,691.915",4,28.470,2,15.705,13,90.796,5,27.440,11,61.744,7,87.150,9,55.065,11,59.555,11,78.285,15,86.585,16,110.115,8,46.670,8,44.435,17,105.310,18,127.085,17,102.115,9,81.890,13,174.960,18,125.305,12,90.060,"1,274","5,290.655"
2782,532,"1,631.262",2,13.200,8,47.090,12,66.260,5,27.805,10,61.020,3,19.140,8,45.165,7,41.460,5,30.765,10,65.295,11,67.585,9,55.275,7,55.050,9,56.720,8,41.860,11,64.445,12,90.690,12,78.900,13,130.380,3,19.250,697,"2,708.617"
2783,247,821.849,0,0.000,1,6.300,1,1.340,1,4.200,2,9.570,1,6.600,1,4.950,3,22.995,3,10.775,1,3.600,1,3.025,1,5.355,2,10.200,4,55.715,2,21.250,2,10.545,6,41.420,2,9.015,2,16.200,3,15.410,286,"1,080.314"
2784,140,364.826,0,0.000,2,16.270,0,0.000,0,0.000,1,7.800,0,0.000,1,6.600,2,12.410,0,0.000,3,21.540,3,19.720,2,19.635,4,24.900,1,4.900,1,6.600,1,13.300,2,10.840,1,4.500,1,6.600,0,0.000,165,540.441
2785,468,"1,461.493",3,19.200,3,15.414,3,11.871,3,33.414,5,23.559,3,18.540,4,24.915,8,64.045,4,28.650,5,31.500,6,37.120,9,54.290,3,17.750,2,12.990,3,17.190,9,69.045,8,81.315,9,55.965,3,19.710,2,7.200,563,"2,105.176"
2786,135,469.877,1,5.500,1,30.015,0,0.000,0,0.000,1,3.100,3,17.800,3,31.080,1,1.100,2,17.080,3,22.530,3,19.600,0,0.000,1,5.040,0,0.000,1,6.480,1,5.040,2,15.840,0,0.000,1,6.500,1,4.320,160,660.902
2787,402,"1,751.244",1,5.500,0,0.000,8,42.625,7,37.970,3,12.800,10,62.115,7,56.725,6,22.560,1,5.500,5,49.465,5,35.770,1,15.180,2,9.900,4,24.970,3,16.500,3,17.700,6,40.250,5,38.160,9,53.580,2,19.800,490,"2,318.314"
2790,"1,033","4,068.961",7,55.235,9,47.735,12,78.277,20,140.410,15,94.315,21,157.030,14,199.690,27,173.520,16,129.315,13,77.880,33,306.300,38,331.285,18,123.585,13,94.990,13,100.050,14,105.570,25,194.940,24,202.495,25,285.470,13,119.970,"1,403","7,087.023"
2791,45,276.075,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,36.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.300,0,0.000,1,10.790,0,0.000,0,0.000,48,326.465
2792,42,191.281,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,100.250,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,14.190,0,0.000,0,0.000,47,305.721
2793,134,506.396,3,12.170,1,5.500,0,0.000,2,9.920,2,9.350,0,0.000,4,19.700,3,19.720,2,13.200,2,21.000,3,14.250,1,6.600,1,6.600,0,0.000,0,0.000,2,17.320,1,6.600,3,19.800,2,12.900,1,6.600,167,707.626
2794,928,"4,780.818",7,47.100,12,77.755,12,106.735,11,73.650,13,83.720,19,114.875,16,104.650,11,91.825,9,77.910,15,136.650,7,48.255,46,294.655,22,121.990,17,109.190,20,177.300,5,42.950,116,442.195,66,271.465,10,86.330,4,33.660,"1,366","7,323.678"
2795,"3,131","15,233.128",31,308.350,38,292.445,60,484.455,36,246.865,32,221.645,45,378.930,44,598.690,62,442.320,42,311.030,49,415.325,95,755.300,94,808.985,60,310.930,56,353.370,63,451.800,53,375.185,60,535.800,67,503.430,47,385.950,14,123.040,"4,179","23,536.973"
2797,45,179.805,0,0.000,3,13.500,1,9.975,1,9.120,1,13.230,0,0.000,0,0.000,2,12.820,0,0.000,0,0.000,0,0.000,1,6.400,0,0.000,0,0.000,1,6.600,0,0.000,1,13.200,0,0.000,0,0.000,0,0.000,56,264.650
2798,204,903.830,2,6.225,5,34.100,0,0.000,2,14.365,5,39.680,5,30.135,7,45.970,5,30.860,3,17.310,3,25.785,4,23.145,4,33.315,2,17.160,3,21.720,4,25.170,3,17.820,3,18.480,6,47.420,3,23.100,2,16.500,275,"1,392.090"
2799,283,"1,511.955",1,2.750,4,26.560,5,64.850,5,31.715,3,37.750,3,22.080,5,32.190,5,25.800,6,47.360,4,29.065,5,59.455,3,16.925,1,13.230,1,6.050,3,18.150,5,43.245,3,17.160,4,36.450,5,33.100,2,16.060,356,"2,091.900"
2800,"3,099","16,441.225",22,217.490,44,363.665,86,622.380,43,462.040,71,540.820,51,376.135,41,399.000,67,462.140,66,649.955,93,619.920,150,851.235,94,726.705,43,393.210,75,593.780,53,402.945,60,464.550,92,789.345,60,461.295,64,682.510,20,127.895,"4,394","26,648.240"
2803,49,503.422,0,0.000,1,9.900,1,4.800,1,2.640,2,19.440,0,0.000,0,0.000,2,13.200,1,6.840,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,3.960,1,6.600,0,0.000,0,0.000,60,577.402
2804,363,"1,635.205",0,0.000,4,33.610,4,21.515,2,22.200,2,10.335,1,6.600,4,31.530,7,37.020,6,46.790,6,34.120,4,25.965,5,45.980,1,6.600,9,59.350,2,22.350,25,100.820,9,57.015,5,59.410,5,30.930,1,6.615,465,"2,293.960"
2805,44,183.958,0,0.000,1,6.600,1,20.800,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,2.880,0,0.000,1,6.600,1,5.500,0,0.000,0,0.000,2,44.730,0,0.000,0,0.000,1,3.300,0,0.000,1,7.875,54,288.843
2806,89,484.490,1,8.550,1,4.960,3,41.880,0,0.000,2,110.750,3,24.300,1,5.400,0,0.000,1,6.325,0,0.000,1,6.615,1,3.025,1,6.600,1,6.600,1,6.270,2,14.485,1,3.300,0,0.000,0,0.000,0,0.000,109,733.550
2807,55,189.176,0,0.000,1,6.600,1,5.100,0,0.000,0,0.000,2,10.340,2,11.825,0,0.000,3,22.770,0,0.000,1,3.300,0,0.000,0,0.000,2,9.900,2,13.200,0,0.000,0,0.000,1,10.560,0,0.000,0,0.000,70,282.771
2808,20,66.730,1,6.300,0,0.000,2,13.200,0,0.000,2,12.555,0,0.000,2,12.900,0,0.000,1,2.200,1,6.000,0,0.000,1,6.600,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,2,13.200,0,0.000,33,146.285
2809,28,145.945,1,1.320,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.960,1,6.600,1,6.500,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,5.040,1,9.900,0,0.000,3,13.080,0,0.000,37,193.345
2810,329,"1,593.558",5,35.070,2,13.200,3,15.405,2,104.500,0,0.000,2,10.500,6,36.040,3,16.180,2,17.600,14,90.495,12,98.135,14,99.795,3,19.800,6,38.280,8,53.175,12,47.525,11,44.640,4,35.065,7,86.000,3,18.960,448,"2,473.923"
2817,26,133.700,0,0.000,1,6.600,0,0.000,0,0.000,1,3.025,0,0.000,0,0.000,0,0.000,1,6.510,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,30,156.435
2818,72,382.425,0,0.000,2,12.055,2,11.260,2,21.200,3,15.225,1,6.600,1,6.600,1,6.300,2,13.230,3,11.100,2,13.170,2,18.420,1,6.600,0,0.000,0,0.000,0,0.000,1,3.300,2,16.800,1,6.600,1,6.600,99,557.485
2820,531,"2,570.438",0,0.000,6,71.905,11,71.130,1,6.300,4,39.600,11,59.945,11,83.880,4,27.775,86,275.355,6,30.290,25,103.285,19,116.315,8,49.650,12,92.675,3,14.730,7,51.370,6,49.850,1,4.620,4,25.170,3,19.230,759,"3,763.513"
2821,816,"3,826.550",3,74.640,4,16.820,9,91.890,7,48.425,6,44.190,1,5.100,10,55.515,11,57.570,5,41.060,6,70.430,16,106.905,9,87.480,5,74.240,2,24.750,6,42.675,19,119.340,28,119.400,4,22.045,11,86.370,4,31.800,982,"5,047.195"
2822,20,180.100,0,0.000,0,0.000,1,6.600,0,0.000,1,16.250,0,0.000,1,10.260,2,13.020,1,16.740,0,0.000,1,13.230,1,6.500,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28,262.700
2823,232,"1,122.090",2,17.600,1,5.400,0,0.000,0,0.000,1,6.600,1,3.780,1,13.200,1,3.720,0,0.000,1,6.050,2,15.400,4,43.340,1,11.000,12,90.860,1,6.550,3,12.000,9,24.750,1,17.820,3,30.030,0,0.000,276,"1,430.190"
2824,429,"2,059.905",0,0.000,2,15.350,9,76.535,0,0.000,2,15.950,3,17.040,6,42.365,4,23.820,3,27.720,0,0.000,1,8.580,8,65.885,0,0.000,2,13.155,1,4.560,2,24.900,10,62.400,1,9.000,4,33.600,1,6.600,488,"2,507.365"
2825,330,"1,653.655",1,5.225,3,21.600,3,21.890,3,17.220,1,6.000,5,32.120,7,57.945,1,5.400,2,6.600,2,6.600,1,4.020,5,35.520,1,10.200,4,33.735,3,19.530,3,16.365,0,0.000,2,5.280,4,24.435,3,118.495,384,"2,101.835"
2826,31,158.770,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.440,0,0.000,1,6.510,0,0.000,0,0.000,0,0.000,1,3.150,0,0.000,0,0.000,1,12.600,1,12.000,0,0.000,0,0.000,1,10.560,0,0.000,37,210.030
2827,569,"2,460.138",0,0.000,2,45.650,6,27.760,2,9.600,3,19.560,0,0.000,6,89.820,10,51.040,29,99.015,17,76.310,7,38.775,7,49.485,1,5.100,7,32.460,38,125.490,6,34.320,5,33.030,7,129.300,6,44.970,1,10.560,729,"3,382.383"
2828,128,712.565,0,0.000,0,0.000,1,10.200,1,7.800,0,0.000,0,0.000,0,0.000,2,6.900,0,0.000,0,0.000,1,13.230,1,6.615,1,8.820,2,29.900,0,0.000,4,31.170,0,0.000,1,13.230,8,36.435,1,13.200,151,890.065
2829,484,"2,353.964",1,6.600,3,63.040,0,0.000,2,87.000,5,26.175,2,38.020,5,54.540,3,17.050,19,83.950,7,35.940,9,48.735,6,29.095,1,6.300,1,6.300,0,0.000,0,0.000,5,36.060,5,57.600,3,31.350,4,31.695,565,"3,013.414"
2830,"5,992","22,308.144",27,283.780,55,322.955,56,395.825,52,349.030,198,"1,022.430",276,847.895,195,999.020,240,"1,223.775",118,530.005,110,775.260,115,937.170,91,723.075,46,373.100,65,499.555,94,980.860,52,405.870,58,461.625,56,398.230,56,525.765,26,236.070,"7,978","34,599.439"
2831,450,"1,624.990",0,0.000,2,7.180,2,23.430,0,0.000,2,10.620,4,26.565,3,31.865,6,37.835,2,16.710,3,25.800,10,72.655,8,55.460,4,30.555,1,6.270,3,15.210,2,13.640,1,6.600,2,10.800,4,23.760,1,6.600,510,"2,046.545"
2832,396,"1,871.435",4,24.540,1,6.000,1,13.800,1,3.000,6,55.915,1,6.000,0,0.000,0,0.000,0,0.000,0,0.000,3,30.660,3,18.900,0,0.000,0,0.000,0,0.000,2,21.120,2,13.215,1,13.200,1,13.200,1,8.580,423,"2,099.565"
